epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,547.627,0.3411,0.25918,0.79862,0.97068,0.94858,0.98656,0.96252,0.29752,0.25596,0.7793,0.00184707,0.00184707,0.00184707
183,550.307,0.31919,0.24289,0.81073,0.93077,0.99545,0.98648,0.96141,0.29675,0.26099,0.78043,0.0017999,0.0017999,0.0017999
184,552.764,0.32103,0.24968,0.80764,0.93109,0.99388,0.9864,0.96353,0.29635,0.25596,0.78452,0.00175324,0.00175324,0.00175324
185,555.496,0.3147,0.32939,0.79691,0.93082,0.99356,0.9864,0.96298,0.29842,0.25772,0.78239,0.0017071,0.0017071,0.0017071
186,558.188,0.28724,0.22667,0.73262,0.93142,0.99545,0.98629,0.96323,0.30358,0.25823,0.78037,0.00166149,0.00166149,0.00166149
187,560.836,0.31313,0.24489,0.8004,0.93547,0.99545,0.98648,0.96068,0.30087,0.25376,0.78151,0.00161642,0.00161642,0.00161642
188,563.416,0.31194,0.24552,0.80055,0.95154,0.99203,0.98862,0.9626,0.29817,0.24845,0.78041,0.00157188,0.00157188,0.00157188
189,566.343,0.31596,0.23565,0.78491,0.95415,0.99545,0.98866,0.96402,0.28957,0.23825,0.77967,0.0015279,0.0015279,0.0015279
190,569.367,0.31025,0.24489,0.79772,0.94954,0.99545,0.98871,0.96146,0.2896,0.24176,0.77818,0.00148447,0.00148447,0.00148447
191,572.279,0.31343,0.23141,0.78545,0.93971,0.99913,0.98714,0.96003,0.28143,0.23599,0.77898,0.00144161,0.00144161,0.00144161
192,574.977,0.3361,0.24398,0.80321,0.93344,1,0.98714,0.96047,0.27723,0.23484,0.77896,0.00139931,0.00139931,0.00139931
193,577.408,0.30618,0.22928,0.78858,0.93379,1,0.98664,0.95913,0.27667,0.23775,0.77915,0.00135759,0.00135759,0.00135759
194,579.592,0.31495,0.24141,0.79955,0.93551,0.99941,0.98664,0.96061,0.27932,0.23315,0.77793,0.00131646,0.00131646,0.00131646
195,581.789,0.31074,0.22957,0.80099,0.93428,0.99926,0.98714,0.96254,0.27416,0.22604,0.77872,0.00127591,0.00127591,0.00127591
196,583.971,0.31575,0.22769,0.80095,0.95372,0.99773,0.98875,0.96291,0.27124,0.22275,0.7789,0.00123596,0.00123596,0.00123596
197,586.089,0.30187,0.23119,0.80697,0.95424,0.99807,0.98875,0.95958,0.2725,0.2223,0.77924,0.00119661,0.00119661,0.00119661
198,588.251,0.28695,0.22361,0.7836,0.94208,1,0.98875,0.96065,0.27291,0.22903,0.77875,0.00115787,0.00115787,0.00115787
199,590.516,0.29762,0.22662,0.78483,0.94385,1,0.98875,0.96197,0.27695,0.22284,0.77984,0.00111975,0.00111975,0.00111975
200,592.631,0.35956,0.32009,0.79608,0.9483,0.99499,0.98875,0.96275,0.28269,0.2267,0.78049,0.00108224,0.00108224,0.00108224
201,594.857,0.29503,0.22712,0.79783,0.93164,0.99675,0.98664,0.95888,0.27608,0.22946,0.77966,0.00104537,0.00104537,0.00104537
202,597.288,0.31263,0.23017,0.79244,0.92671,1,0.98556,0.95833,0.2767,0.22453,0.77891,0.00100912,0.00100912,0.00100912
203,599.611,0.30183,0.2272,0.80519,0.92482,1,0.98556,0.95924,0.28048,0.23233,0.77977,0.000973514,0.000973514,0.000973514
204,601.862,0.31185,0.22683,0.78996,0.93725,1,0.98556,0.95995,0.27656,0.22706,0.77995,0.00093855,0.00093855,0.00093855
205,604.16,0.29994,0.22748,0.79862,0.95499,0.99171,0.98871,0.95851,0.28867,0.23018,0.78041,0.000904236,0.000904236,0.000904236
206,606.446,0.28795,0.22217,0.78445,0.97369,0.97983,0.99028,0.96199,0.27414,0.22219,0.78058,0.000870577,0.000870577,0.000870577
207,608.575,0.29235,0.23501,0.78605,0.97598,0.97983,0.99028,0.96247,0.28538,0.22463,0.78218,0.000837577,0.000837577,0.000837577
208,610.742,0.30821,0.23459,0.79004,0.97356,0.97983,0.98934,0.96615,0.27887,0.2215,0.78274,0.000805243,0.000805243,0.000805243
209,612.922,0.28077,0.22793,0.79204,0.97448,0.99085,0.99124,0.96603,0.27967,0.22318,0.78139,0.000773579,0.000773579,0.000773579
210,615.287,0.30461,0.22225,0.78377,0.97386,0.9904,0.99124,0.96634,0.2774,0.22354,0.77939,0.00074259,0.00074259,0.00074259
211,617.556,0.28594,0.22033,0.7937,0.97441,0.99194,0.99124,0.96562,0.2714,0.22136,0.77869,0.000712282,0.000712282,0.000712282
212,619.914,0.27878,0.22591,0.79733,0.95728,0.99545,0.98866,0.9645,0.26639,0.21656,0.77872,0.000682658,0.000682658,0.000682658
213,622.271,0.27407,0.21025,0.78154,0.95268,0.99545,0.98866,0.96423,0.26599,0.22262,0.77876,0.000653725,0.000653725,0.000653725
214,624.618,0.30642,0.23872,0.80347,0.95188,0.99393,0.98866,0.96618,0.27018,0.22979,0.7776,0.000625485,0.000625485,0.000625485
215,627.114,0.25852,0.20501,0.72777,0.95094,0.99545,0.98866,0.96524,0.26987,0.22859,0.77744,0.000597944,0.000597944,0.000597944
216,629.806,0.25894,0.20878,0.72095,0.95132,0.99545,0.98866,0.96493,0.27534,0.22339,0.77725,0.000571106,0.000571106,0.000571106
217,632.316,0.28515,0.22735,0.79467,0.95356,0.99545,0.98866,0.964,0.27258,0.22034,0.77677,0.000544975,0.000544975,0.000544975
218,634.583,0.28674,0.21718,0.7895,0.95697,0.99359,0.98941,0.9658,0.26987,0.21963,0.77603,0.000519556,0.000519556,0.000519556
219,636.793,0.2805,0.21199,0.79205,0.97563,0.97983,0.99028,0.96689,0.26156,0.21593,0.7746,0.000494852,0.000494852,0.000494852
220,639,0.30214,0.23043,0.78514,0.97644,0.97983,0.99028,0.97008,0.26452,0.21217,0.77383,0.000470868,0.000470868,0.000470868
221,641.296,0.274,0.22126,0.78882,0.97325,0.97983,0.99028,0.9682,0.25807,0.20862,0.77391,0.000447606,0.000447606,0.000447606
222,643.444,0.26463,0.33606,0.7282,0.95646,0.99356,0.99028,0.96971,0.25727,0.20737,0.77452,0.000425072,0.000425072,0.000425072
223,645.587,0.27494,0.20923,0.73624,0.95697,0.99374,0.99028,0.96923,0.26375,0.2094,0.77489,0.000403267,0.000403267,0.000403267
224,647.685,0.26422,0.20897,0.78367,0.95748,0.99379,0.99028,0.96816,0.25625,0.21048,0.77473,0.000382197,0.000382197,0.000382197
225,649.765,0.27394,0.21424,0.7754,0.95777,0.99374,0.99028,0.96825,0.25963,0.21308,0.77504,0.000361863,0.000361863,0.000361863
226,651.87,0.26635,0.20794,0.77209,0.9579,0.99343,0.99028,0.96846,0.25891,0.21324,0.7747,0.00034227,0.00034227,0.00034227
227,654.074,0.27651,0.21457,0.79064,0.95669,0.99419,0.98866,0.96773,0.26225,0.22031,0.77552,0.000323421,0.000323421,0.000323421
228,656.358,0.26664,0.20605,0.78473,0.95455,0.99545,0.98866,0.96641,0.25955,0.22052,0.7754,0.000305317,0.000305317,0.000305317
229,658.703,0.28686,0.22265,0.78965,0.95313,0.99545,0.98866,0.966,0.26289,0.21543,0.77498,0.000287963,0.000287963,0.000287963
230,660.924,0.29116,0.27774,0.80422,0.95126,0.99545,0.98866,0.96591,0.26244,0.20997,0.77454,0.000271361,0.000271361,0.000271361
231,663.144,0.26554,0.20113,0.77599,0.9486,0.99545,0.98866,0.96661,0.26355,0.21293,0.77422,0.000255513,0.000255513,0.000255513
232,665.388,0.28242,0.21523,0.79832,0.94754,0.99545,0.98866,0.96496,0.26703,0.21478,0.77476,0.000240423,0.000240423,0.000240423
233,667.703,0.27865,0.22034,0.79084,0.94884,0.99545,0.98866,0.96593,0.27076,0.21781,0.77526,0.000226092,0.000226092,0.000226092
234,669.803,0.27597,0.20592,0.78736,0.95214,0.99545,0.98866,0.96762,0.2683,0.21376,0.77474,0.000212523,0.000212523,0.000212523
235,671.941,0.27009,0.20718,0.78438,0.95326,0.99545,0.98866,0.96734,0.26275,0.21188,0.77454,0.000199717,0.000199717,0.000199717
236,674.047,0.25105,0.48846,0.7108,0.95324,0.99545,0.98866,0.96708,0.26156,0.21233,0.77435,0.000187678,0.000187678,0.000187678
237,676.14,0.27343,0.2079,0.77798,0.95224,0.99545,0.98866,0.96493,0.26559,0.21428,0.77531,0.000176407,0.000176407,0.000176407
238,678.274,0.26804,0.20908,0.77033,0.95367,0.99545,0.98866,0.96403,0.26478,0.21629,0.77545,0.000165905,0.000165905,0.000165905
239,680.422,0.27277,0.20494,0.78522,0.95351,0.99545,0.98866,0.96431,0.26219,0.21678,0.77543,0.000156174,0.000156174,0.000156174
240,682.555,0.28692,0.21386,0.78978,0.9536,0.99545,0.98866,0.96297,0.26387,0.21578,0.77524,0.000147216,0.000147216,0.000147216
241,691.72,0.24351,0.19741,0.7781,0.94908,0.99545,0.98866,0.965,0.26442,0.22067,0.77554,0.000139032,0.000139032,0.000139032
242,694.204,0.24606,0.19418,0.78476,0.93878,0.99545,0.98705,0.96275,0.26637,0.22489,0.77568,0.000131624,0.000131624,0.000131624
243,696.547,0.26132,0.18992,0.79286,0.93784,0.99545,0.98656,0.96237,0.27205,0.22852,0.77617,0.000124992,0.000124992,0.000124992
244,698.832,0.24701,0.18782,0.77954,0.93802,0.99545,0.98656,0.96159,0.27406,0.22965,0.77653,0.000119139,0.000119139,0.000119139
245,701.049,0.23866,0.18532,0.78988,0.93841,0.99545,0.98549,0.96112,0.27129,0.22656,0.77637,0.000114063,0.000114063,0.000114063
246,703.245,0.22726,0.17744,0.77208,0.93794,0.99545,0.98549,0.96325,0.26748,0.22236,0.7758,0.000109768,0.000109768,0.000109768
247,705.392,0.23756,0.18293,0.79193,0.93759,0.99545,0.98549,0.96282,0.26719,0.22256,0.77524,0.000106252,0.000106252,0.000106252
248,707.526,0.2312,0.17875,0.78748,0.9385,0.99545,0.98598,0.96409,0.26893,0.22047,0.77592,0.000103517,0.000103517,0.000103517
249,709.68,0.24072,0.18127,0.79388,0.93835,0.99545,0.98705,0.96566,0.26702,0.22118,0.77594,0.000101563,0.000101563,0.000101563
250,711.858,0.24782,0.19886,0.79527,0.93718,0.99522,0.98549,0.9631,0.26888,0.22345,0.77671,0.000100391,0.000100391,0.000100391
